Id,Date,Time,League,Home,Away,Round,Season,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Goals_Minutes_Home,Goals_Minutes_Away
r3x4o5AD,2019-11-14,08:00,ASIA - WORLD CHAMPIONSHIP,Maldives,Philippines,QUALIFICATION ,2022,0,0,1,2,8.5,4.33,1.4,1.8,2.0,2.0,1.75,2.75,1.2,1.08,11.0,6.0,6.5,9.5,19.0,8.0,8.0,12.0,41.0,23.0,21.0,26.0,101.0,51.0,51.0,67.0,[90],"[52, 68]"
d0XvHWZo,2019-11-14,08:00,ASIA - WORLD CHAMPIONSHIP,Turkmenistan,North Korea,QUALIFICATION ,2022,1,0,3,1,2.87,3.1,2.55,2.4,1.53,2.0,1.75,1.5,1.36,1.4,7.5,7.0,12.0,26.0,7.5,6.0,11.0,23.0,13.0,11.0,17.0,41.0,29.0,26.0,41.0,67.0,"[23, 73, 88]",[90]
hQJdb66h,2019-11-14,08:15,ASIA - WORLD CHAMPIONSHIP,Kyrgyzstan,Japan,QUALIFICATION ,2022,0,1,0,2,13.0,6.5,1.2,1.57,2.35,2.2,1.61,4.33,1.11,1.04,17.0,6.5,6.5,7.5,29.0,13.0,8.0,12.0,67.0,41.0,29.0,26.0,201.0,101.0,81.0,81.0,[],"[41, 54]"
SSFpfZho,2019-11-14,09:00,ASIA - WORLD CHAMPIONSHIP,Hong Kong,Bahrain,QUALIFICATION ,2022,0,0,0,0,9.5,5.0,1.28,2.0,1.8,2.1,1.66,3.5,1.16,1.07,12.0,6.5,6.0,8.0,23.0,10.0,8.5,12.0,51.0,29.0,23.0,29.0,126.0,81.0,67.0,81.0,[],[]
OhIe4vYk,2019-11-14,09:00,ASIA - WORLD CHAMPIONSHIP,Uzbekistan,Saudi Arabia,QUALIFICATION ,2022,1,1,2,3,1.83,3.2,4.75,2.35,1.57,2.1,1.66,1.18,1.36,1.83,7.0,10.0,21.0,51.0,5.5,6.5,17.0,41.0,7.5,9.0,19.0,51.0,15.0,19.0,34.0,67.0,"[16, 56]","[23, 85, 90]"
UmnR9fBL,2019-11-14,09:45,ASIA - WORLD CHAMPIONSHIP,Malaysia,Thailand,QUALIFICATION ,2022,1,1,2,1,3.3,3.5,2.1,2.0,1.8,1.8,1.95,1.66,1.28,1.33,10.0,8.0,10.0,19.0,10.0,6.5,9.0,17.0,17.0,12.0,15.0,26.0,34.0,26.0,34.0,51.0,"[26, 57]",[7]
I9YzICKu,2019-11-14,10:00,ASIA - WORLD CHAMPIONSHIP,Lebanon,South Korea,QUALIFICATION ,2022,0,0,0,0,6.5,4.0,1.5,2.1,1.7,2.2,1.61,2.5,1.22,1.11,9.0,5.5,6.5,11.0,13.0,8.0,8.5,15.0,29.0,21.0,21.0,34.0,67.0,51.0,51.0,81.0,[],[]
jcmNAzdF,2019-11-14,10:00,ASIA - WORLD CHAMPIONSHIP,Vietnam,United Arab Emirates,QUALIFICATION ,2022,1,0,1,0,2.5,3.1,2.87,2.6,1.47,2.1,1.66,1.4,1.36,1.5,7.0,7.0,13.0,29.0,6.5,6.0,11.0,29.0,11.0,11.0,19.0,41.0,26.0,26.0,41.0,67.0,[44],[]
E5VQFSxJ,2019-11-14,11:00,ASIA - WORLD CHAMPIONSHIP,Afghanistan,India,QUALIFICATION ,2022,1,0,1,1,2.4,3.4,2.7,2.05,1.75,1.75,2.0,1.44,1.3,1.53,10.0,9.0,13.0,29.0,8.5,6.5,10.0,21.0,12.0,9.5,15.0,29.0,23.0,21.0,29.0,51.0,[45],[90]
QJTIbFpU,2019-11-14,11:00,ASIA - WORLD CHAMPIONSHIP,Iraq,Iran,QUALIFICATION ,2022,1,1,2,1,6.5,3.25,1.65,2.87,1.4,2.62,1.44,2.2,1.33,1.11,5.5,4.5,6.0,12.0,10.0,7.0,10.0,19.0,29.0,21.0,29.0,41.0,81.0,51.0,81.0,126.0,"[11, 90]",[25]
4Cw0noe7,2019-11-14,11:00,ASIA - WORLD CHAMPIONSHIP,Syria,China,QUALIFICATION ,2022,1,1,2,1,3.5,3.1,2.2,2.25,1.61,1.95,1.8,1.61,1.36,1.28,7.5,6.5,10.0,21.0,8.5,6.0,9.5,21.0,15.0,12.0,17.0,34.0,34.0,29.0,41.0,51.0,"[19, 76]",[30]
xdMa3bmd,2019-11-14,12:00,ASIA - WORLD CHAMPIONSHIP,Yemen,Palestine,QUALIFICATION ,2022,0,0,1,0,3.8,3.6,1.9,2.07,1.72,1.95,1.8,1.8,1.28,1.25,9.5,7.0,8.5,17.0,10.0,7.0,9.0,17.0,19.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,[54],[]
40idtm3c,2019-11-14,13:00,ASIA - WORLD CHAMPIONSHIP,Jordan,Australia,QUALIFICATION ,2022,0,1,0,1,5.25,3.6,1.7,2.1,1.7,2.0,1.75,2.1,1.28,1.16,8.5,6.0,7.5,13.0,12.0,7.0,8.5,15.0,23.0,17.0,19.0,29.0,51.0,41.0,41.0,67.0,[],[13]
nPt1u7I3,2019-11-14,13:00,ASIA - WORLD CHAMPIONSHIP,Kuwait,Chinese Taipei,QUALIFICATION ,2022,2,0,9,0,1.08,9.0,17.0,1.28,3.6,2.75,1.4,1.02,1.07,8.0,17.0,41.0,126.0,501.0,13.0,19.0,51.0,251.0,7.5,19.0,41.0,151.0,6.0,17.0,51.0,151.0,"[22, 42, 49, 55, 59, 62, 73, 77, 81]",[]
vLniqmRH,2019-11-14,14:00,EUROPE - EURO,Turkey,Iceland,QUALIFICATION ,2020,0,0,0,0,1.66,4.0,5.75,2.05,1.75,2.0,1.72,1.14,1.22,2.1,9.5,12.0,26.0,51.0,6.5,7.5,17.0,41.0,7.5,9.0,19.0,41.0,12.0,15.0,29.0,67.0,[],[]
z1LYeQAN,2019-11-14,16:45,EUROPE - EURO,Albania,Andorra,QUALIFICATION ,2020,1,1,2,2,1.18,7.5,21.0,1.8,2.0,3.0,1.36,1.01,1.1,4.5,12.0,29.0,81.0,401.0,4.75,15.0,41.0,151.0,5.5,9.0,41.0,151.0,6.5,15.0,41.0,201.0,"[6, 55]","[18, 48]"
Ear96nl2,2019-11-14,16:45,EUROPE - EURO,Czech Republic,Kosovo,QUALIFICATION ,2020,0,0,2,1,1.6,4.2,6.0,1.8,2.0,1.72,2.0,1.12,1.22,2.25,13.0,15.0,29.0,51.0,7.5,7.5,17.0,41.0,8.5,8.0,15.0,41.0,13.0,13.0,23.0,51.0,"[71, 79]",[50]
2cjzNSkt,2019-11-14,16:45,EUROPE - EURO,Serbia,Luxembourg,QUALIFICATION ,2020,2,0,3,2,1.16,8.0,21.0,1.44,2.7,2.25,1.57,1.01,1.08,5.0,17.0,41.0,81.0,301.0,8.5,15.0,41.0,126.0,6.0,11.0,29.0,101.0,6.5,11.0,34.0,81.0,"[11, 43, 70]","[54, 75]"
YicmemL5,2019-11-15,14:00,EUROPE - EURO,Armenia,Greece,QUALIFICATION ,2020,0,1,0,1,3.9,3.5,2.05,2.1,1.7,1.83,1.83,1.72,1.28,1.25,9.0,7.0,9.0,17.0,10.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,[],[35]
n1rWVWif,2019-11-15,16:45,EUROPE - EURO,Bosnia & Herzegovina,Italy,QUALIFICATION ,2020,0,2,0,3,4.0,3.8,1.95,1.8,2.0,1.72,2.0,1.8,1.25,1.22,12.0,8.0,9.5,17.0,11.0,7.0,8.5,15.0,19.0,13.0,15.0,26.0,41.0,29.0,34.0,51.0,[],"[21, 37, 52]"
rkJgHIKA,2019-11-15,16:45,EUROPE - EURO,Romania,Sweden,QUALIFICATION ,2020,0,2,0,2,2.75,3.3,2.8,2.15,1.66,1.83,1.83,1.4,1.33,1.4,8.5,8.0,13.0,26.0,8.0,6.0,10.0,23.0,12.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,[],"[18, 34]"
hQZFr1IG,2019-11-15,16:45,EUROPE - EURO,Switzerland,Georgia,QUALIFICATION ,2020,0,0,1,0,1.2,7.0,17.0,1.61,2.25,2.25,1.57,1.02,1.1,4.33,15.0,29.0,67.0,201.0,6.0,13.0,41.0,101.0,6.5,8.0,34.0,81.0,7.5,12.0,26.0,101.0,[77],[]
fqy6RH08,2019-11-16,11:00,EUROPE - EURO,Cyprus,Scotland,QUALIFICATION ,2020,0,1,1,2,3.4,3.3,2.3,2.15,1.66,1.83,1.83,1.57,1.33,1.3,8.5,7.0,13.0,21.0,9.0,6.0,9.5,19.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,[47],"[12, 53]"
nqwz5lVm,2019-11-16,14:00,EUROPE - EURO,Azerbaijan,Wales,QUALIFICATION ,2020,0,2,0,2,7.5,3.9,1.57,2.25,1.61,2.2,1.61,2.25,1.25,1.1,8.0,5.5,6.5,10.0,15.0,7.5,10.0,15.0,34.0,21.0,21.0,34.0,81.0,51.0,67.0,81.0,[],"[10, 34]"
ve30APPG,2019-11-16,14:00,EUROPE - EURO,Russia,Belgium,QUALIFICATION ,2020,0,3,1,4,3.4,3.9,2.1,1.61,2.25,1.57,2.25,1.66,1.25,1.3,15.0,10.0,12.0,21.0,12.0,7.5,9.0,15.0,17.0,11.0,12.0,21.0,34.0,23.0,26.0,41.0,[79],"[19, 33, 40, 72]"
dzjcZjtd,2019-11-16,16:45,EUROPE - EURO,Austria,North Macedonia,QUALIFICATION ,2020,1,0,2,1,1.25,6.5,14.0,1.57,2.35,2.2,1.61,1.04,1.11,3.75,15.0,26.0,51.0,151.0,8.0,12.0,34.0,81.0,6.0,10.0,26.0,67.0,7.0,11.0,34.0,81.0,"[7, 48]",[90]
EDNMcXNK,2019-11-16,16:45,EUROPE - EURO,Croatia,Slovakia,QUALIFICATION ,2020,0,1,3,1,1.44,4.6,8.0,1.8,2.0,2.0,1.72,1.08,1.18,2.62,11.0,19.0,41.0,81.0,6.5,8.5,21.0,51.0,6.5,8.0,19.0,51.0,9.5,12.0,26.0,67.0,"[56, 60, 74]",[32]
bu8AreJ9,2019-11-16,16:45,EUROPE - EURO,Israel,Poland,QUALIFICATION ,2020,0,1,1,2,2.87,3.6,2.5,2.05,1.75,1.72,2.0,1.5,1.28,1.4,11.0,8.5,12.0,23.0,9.0,6.5,9.5,19.0,13.0,10.0,15.0,29.0,29.0,21.0,29.0,41.0,[88],"[4, 54]"
ANFDznKu,2019-11-16,16:45,EUROPE - EURO,Northern Ireland,Netherlands,QUALIFICATION ,2020,0,0,0,0,8.0,4.33,1.5,2.0,1.8,2.1,1.66,2.5,1.2,1.08,9.5,6.0,6.5,10.0,15.0,8.0,8.5,15.0,34.0,21.0,21.0,29.0,81.0,51.0,51.0,67.0,[],[]
rDZNJdOI,2019-11-17,11:00,EUROPE - EURO,Serbia,Ukraine,QUALIFICATION ,2020,1,1,2,2,2.1,3.6,3.7,1.95,1.85,1.72,2.0,1.28,1.28,1.66,11.0,11.0,17.0,41.0,8.0,6.5,12.0,26.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,"[9, 56]","[32, 90]"
G4MiVVQ2,2019-11-17,14:00,EUROPE - EURO,Bulgaria,Czech Republic,QUALIFICATION ,2020,0,0,1,0,4.8,4.0,1.75,1.8,2.0,1.72,2.0,2.0,1.22,1.18,12.0,7.5,8.5,13.0,13.0,7.5,9.0,13.0,23.0,15.0,15.0,23.0,51.0,34.0,41.0,51.0,[56],[]
lhoc9l4q,2019-11-17,14:00,EUROPE - EURO,Kosovo,England,QUALIFICATION ,2020,0,1,0,4,8.0,5.25,1.4,1.53,2.4,1.72,2.0,2.75,1.16,1.08,17.0,8.0,8.0,12.0,21.0,9.5,7.5,11.0,41.0,21.0,17.0,19.0,81.0,41.0,41.0,51.0,[],"[32, 79, 83, 90]"
MFA0gXlP,2019-11-17,16:45,EUROPE - EURO,Albania,France,QUALIFICATION ,2020,0,2,0,2,8.0,4.75,1.44,1.9,1.9,2.1,1.66,2.62,1.18,1.08,11.0,6.0,6.5,11.0,17.0,8.5,8.5,13.0,34.0,21.0,21.0,29.0,81.0,51.0,51.0,67.0,[],"[9, 30]"
vZRPcntB,2019-11-17,16:45,EUROPE - EURO,Andorra,Turkey,QUALIFICATION ,2020,0,2,0,2,17.0,9.0,1.16,1.85,1.95,3.25,1.33,5.0,1.07,1.02,13.0,4.33,5.0,6.5,19.0,19.0,9.0,15.0,51.0,34.0,51.0,41.0,251.0,126.0,101.0,251.0,[],"[17, 21]"
zmt0sReU,2019-11-17,16:45,EUROPE - EURO,Moldova,Iceland,QUALIFICATION ,2020,0,1,1,2,9.0,4.5,1.44,2.15,1.66,2.37,1.53,2.62,1.18,1.07,8.5,5.0,6.0,9.0,15.0,8.5,9.0,15.0,34.0,23.0,26.0,34.0,101.0,67.0,67.0,101.0,[56],"[17, 65]"
l0J43BDP,2019-11-18,16:45,EUROPE - EURO,Greece,Finland,QUALIFICATION ,2020,0,1,2,1,1.83,3.6,5.0,2.35,1.57,2.2,1.61,1.16,1.28,1.83,7.5,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,34.0,81.0,"[47, 70]",[27]
0AcmqY8R,2019-11-18,16:45,EUROPE - EURO,Ireland,Denmark,QUALIFICATION ,2020,0,0,1,1,3.1,3.1,2.6,2.5,1.5,2.1,1.66,1.5,1.36,1.36,6.5,6.5,11.0,26.0,7.0,6.0,11.0,23.0,13.0,12.0,17.0,41.0,29.0,29.0,41.0,67.0,[85],[73]
vVyEtl6C,2019-11-18,16:45,EUROPE - EURO,Liechtenstein,Bosnia & Herzegovina,QUALIFICATION ,2020,0,0,0,3,23.0,9.0,1.14,1.44,2.7,2.2,1.61,5.5,1.07,1.01,21.0,7.5,7.0,7.0,41.0,17.0,9.0,12.0,81.0,41.0,34.0,26.0,501.0,126.0,81.0,81.0,[],"[57, 64, 72]"
8fBsOTyQ,2019-11-18,16:45,EUROPE - EURO,Spain,Romania,QUALIFICATION ,2020,4,0,5,0,1.16,8.5,19.0,1.44,2.7,2.25,1.57,1.02,1.08,5.0,19.0,41.0,81.0,301.0,7.0,17.0,41.0,126.0,6.5,8.5,34.0,101.0,7.0,12.0,26.0,101.0,"[8, 33, 43, 45, 90]",[]
hMq9womG,2019-11-19,06:00,ASIA - WORLD CHAMPIONSHIP,Nepal,Kuwait,QUALIFICATION ,2022,0,1,0,1,15.0,7.0,1.12,1.44,2.7,2.5,1.5,5.5,1.08,1.02,15.0,9.0,6.0,6.0,34.0,15.0,13.0,12.0,81.0,41.0,34.0,41.0,351.0,151.0,101.0,101.0,[],[28]
SrC9e4jB,2019-11-19,07:30,ASIA - WORLD CHAMPIONSHIP,Myanmar,Mongolia,QUALIFICATION ,2022,1,0,1,0,1.36,5.25,7.0,1.6,2.3,1.8,1.95,1.1,1.16,3.0,17.0,21.0,41.0,81.0,7.5,10.0,21.0,41.0,7.5,7.5,19.0,41.0,10.0,11.0,21.0,51.0,[17],[]
KK58hMHt,2019-11-19,08:00,ASIA - WORLD CHAMPIONSHIP,Maldives,Guam,QUALIFICATION ,2022,2,0,3,1,1.18,6.0,12.0,1.57,2.35,2.2,1.61,1.04,1.11,4.33,15.0,34.0,67.0,201.0,6.5,13.0,41.0,101.0,6.5,8.5,29.0,81.0,7.0,12.0,26.0,81.0,"[23, 38, 90]",[49]
hSQmFA4b,2019-11-19,08:00,ASIA - WORLD CHAMPIONSHIP,Turkmenistan,Sri Lanka,QUALIFICATION ,2022,1,0,2,0,1.03,17.0,26.0,1.16,5.0,2.75,1.4,1.01,1.02,15.0,34.0,67.0,251.0,201.0,17.0,41.0,81.0,251.0,8.5,21.0,67.0,201.0,6.0,15.0,51.0,251.0,"[44, 59]",[]
p4pV1oCi,2019-11-19,09:00,ASIA - WORLD CHAMPIONSHIP,Hong Kong,Cambodia,QUALIFICATION ,2022,1,0,2,0,1.44,4.5,7.0,1.85,1.95,2.0,1.75,1.1,1.18,2.62,12.0,15.0,34.0,67.0,6.5,8.5,19.0,51.0,7.0,8.5,21.0,51.0,10.0,12.0,26.0,67.0,"[20, 83]",[]
v10rSsQd,2019-11-19,09:00,ASIA - WORLD CHAMPIONSHIP,Uzbekistan,Palestine,QUALIFICATION ,2022,1,0,2,0,1.33,4.75,9.5,1.72,2.07,2.0,1.75,1.07,1.18,3.25,12.0,21.0,41.0,101.0,6.5,9.0,26.0,67.0,6.5,8.0,21.0,51.0,9.0,12.0,26.0,67.0,"[18, 58]",[]
MoR52C3e,2019-11-19,09:45,ASIA - WORLD CHAMPIONSHIP,Malaysia,Indonesia,QUALIFICATION ,2022,1,0,2,0,1.3,5.0,12.0,1.53,2.4,1.9,1.9,1.05,1.16,3.4,15.0,29.0,51.0,126.0,8.0,10.0,29.0,67.0,7.5,8.0,19.0,51.0,8.5,11.0,21.0,51.0,"[30, 73]",[]
lYSc4YYr,2019-11-19,10:00,ASIA - WORLD CHAMPIONSHIP,Vietnam,Thailand,QUALIFICATION ,2022,0,0,0,0,2.05,3.2,3.8,2.6,1.47,2.1,1.66,1.25,1.36,1.72,7.0,8.0,17.0,41.0,6.0,6.5,13.0,34.0,8.5,9.5,19.0,41.0,19.0,21.0,41.0,81.0,[],[]
UDDDwWUP,2019-11-19,11:00,ASIA - WORLD CHAMPIONSHIP,Afghanistan,Qatar,QUALIFICATION ,2022,0,0,0,1,15.0,8.0,1.14,1.4,2.87,1.8,1.95,5.5,1.08,1.03,29.0,9.5,8.5,8.5,41.0,17.0,8.5,11.0,67.0,34.0,26.0,21.0,201.0,81.0,51.0,67.0,[],[76]
W0tR2Rdo,2019-11-19,11:00,ASIA - WORLD CHAMPIONSHIP,Iraq,Bahrain,QUALIFICATION ,2022,0,0,0,0,2.05,3.0,4.1,3.1,1.36,2.5,1.5,1.22,1.36,1.72,5.5,8.0,19.0,41.0,5.0,6.0,15.0,41.0,8.0,10.0,21.0,51.0,19.0,21.0,41.0,101.0,[],[]
lhD5dpy5,2019-11-19,11:00,ASIA - WORLD CHAMPIONSHIP,Kyrgyzstan,Tajikistan,QUALIFICATION ,2022,0,1,1,1,1.61,3.75,5.5,2.05,1.75,2.05,1.7,1.14,1.25,2.2,9.0,12.0,26.0,51.0,6.0,7.5,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,[83],[17]
reruAlmE,2019-11-19,11:00,ASIA - WORLD CHAMPIONSHIP,Syria,Philippines,QUALIFICATION ,2022,1,0,1,0,1.28,5.5,9.5,1.61,2.25,2.0,1.75,1.07,1.14,3.5,15.0,26.0,51.0,151.0,7.0,11.0,29.0,81.0,6.5,8.5,23.0,67.0,8.0,11.0,26.0,67.0,[23],[]
jNE9vCFJ,2019-11-19,12:00,ASIA - WORLD CHAMPIONSHIP,Oman,India,QUALIFICATION ,2022,1,0,1,0,1.22,6.0,13.0,1.6,2.3,2.2,1.61,1.04,1.12,4.0,15.0,29.0,51.0,201.0,7.0,11.0,34.0,81.0,6.0,9.0,26.0,81.0,7.0,11.0,29.0,81.0,[33],[]
IianR1u3,2019-11-19,12:00,ASIA - WORLD CHAMPIONSHIP,Yemen,Singapore,QUALIFICATION ,2022,0,1,1,2,2.25,3.1,3.4,2.4,1.53,2.0,1.75,1.3,1.36,1.57,7.0,8.0,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,67.0,[85],"[19, 52]"
EySqGjkh,2019-11-19,14:00,ASIA - WORLD CHAMPIONSHIP,Lebanon,North Korea,QUALIFICATION ,2022,0,0,0,0,1.61,3.6,6.0,2.25,1.61,2.2,1.61,1.12,1.28,2.2,7.5,11.0,26.0,67.0,5.5,7.0,19.0,51.0,6.5,9.0,21.0,51.0,12.0,15.0,34.0,81.0,[],[]
QFHgv1qL,2019-11-19,16:45,EUROPE - EURO,Latvia,Austria,QUALIFICATION ,2020,0,0,1,0,21.0,8.0,1.16,1.57,2.35,2.62,1.44,5.0,1.08,1.01,13.0,7.0,5.5,6.0,34.0,15.0,11.0,12.0,81.0,41.0,41.0,41.0,351.0,151.0,126.0,126.0,[65],[]
2BwQWIye,2019-11-19,16:45,EUROPE - EURO,North Macedonia,Israel,QUALIFICATION ,2020,1,0,1,0,2.5,3.6,2.87,1.72,2.07,1.61,2.2,1.4,1.28,1.5,12.0,10.0,15.0,29.0,10.0,6.5,10.0,21.0,13.0,9.5,12.0,26.0,23.0,19.0,26.0,41.0,[45],[]
z7MFMDdj,2019-11-19,16:45,EUROPE - EURO,Poland,Slovenia,QUALIFICATION ,2020,1,1,3,2,1.72,3.75,5.5,2.25,1.61,2.0,1.72,1.14,1.25,2.0,8.5,11.0,23.0,51.0,6.0,7.0,17.0,41.0,7.5,8.5,19.0,51.0,13.0,15.0,29.0,67.0,"[3, 54, 81]","[14, 61]"
EmbJ3E81,2019-11-19,16:45,EUROPE - EURO,Scotland,Kazakhstan,QUALIFICATION ,2020,0,1,3,1,1.57,4.2,6.5,2.05,1.75,2.0,1.72,1.11,1.22,2.25,10.0,13.0,29.0,67.0,6.5,7.5,19.0,41.0,7.0,8.5,19.0,51.0,11.0,13.0,29.0,67.0,"[48, 64, 90]",[34]
QZyv48pf,2019-11-19,16:45,EUROPE - EURO,Slovakia,Azerbaijan,QUALIFICATION ,2020,1,0,2,0,1.2,7.0,19.0,1.61,2.25,2.62,1.44,1.02,1.1,4.33,12.0,29.0,67.0,301.0,6.5,13.0,41.0,126.0,5.5,11.0,34.0,101.0,6.0,13.0,41.0,126.0,"[19, 86]",[]
fobeCWxE,2019-11-19,16:45,EUROPE - EURO,Wales,Hungary,QUALIFICATION ,2020,1,0,2,0,1.53,4.5,6.5,2.07,1.72,2.2,1.61,1.11,1.18,2.37,9.0,12.0,29.0,67.0,5.5,8.5,19.0,51.0,6.5,9.5,23.0,51.0,10.0,15.0,34.0,81.0,"[15, 47]",[]
lAWKMg65,2020-09-03,13:00,EUROPE - UEFA NATIONS LEAGUE,Latvia,Andorra,LEAGUE D ,2020/2021,0,0,0,0,1.5,3.6,8.5,3.0,1.4,3.25,1.33,1.08,1.28,2.5,5.5,11.0,34.0,101.0,4.0,8.0,26.0,81.0,5.5,10.0,34.0,101.0,10.0,19.0,51.0,151.0,[],[]
MkTkjj67,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Germany,Spain,LEAGUE A ,2020/2021,0,0,1,1,2.3,3.4,3.0,1.72,2.1,1.61,2.2,1.36,1.3,1.57,12.0,11.0,17.0,29.0,9.5,6.5,11.0,21.0,15.0,9.5,12.0,29.0,23.0,17.0,23.0,41.0,[51],[90]
nXzwghMl,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Ukraine,Switzerland,LEAGUE A ,2020/2021,1,1,2,1,2.45,3.1,3.0,2.3,1.61,1.9,1.8,1.36,1.36,1.53,7.5,8.0,13.0,29.0,7.0,6.0,11.0,26.0,11.0,10.0,17.0,41.0,23.0,23.0,34.0,51.0,"[14, 68]",[41]
WMZjqNyQ,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Bulgaria,Ireland,LEAGUE B ,2020/2021,0,0,1,1,4.0,3.2,2.0,2.75,1.44,2.25,1.57,1.72,1.36,1.22,6.5,6.5,8.0,17.0,8.0,6.5,10.0,21.0,19.0,15.0,21.0,41.0,41.0,41.0,51.0,81.0,[56],[90]
fu1qQsVm,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Finland,Wales,LEAGUE B ,2020/2021,0,0,0,1,3.8,3.0,2.15,2.62,1.5,2.2,1.61,1.66,1.36,1.25,6.5,6.0,9.0,21.0,8.0,6.0,10.0,21.0,17.0,13.0,19.0,41.0,41.0,34.0,51.0,67.0,[],[80]
UsNflFIT,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Russia,Serbia,LEAGUE B ,2020/2021,0,0,3,1,2.0,3.3,3.75,2.0,1.8,1.8,1.9,1.25,1.33,1.72,10.0,11.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,"[48, 69, 81]",[78]
63EMqZQp,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Turkey,Hungary,LEAGUE B ,2020/2021,0,0,0,1,1.75,3.3,5.25,2.3,1.61,2.0,1.72,1.16,1.33,2.0,8.0,11.0,23.0,51.0,6.0,6.5,17.0,41.0,7.5,9.0,17.0,51.0,15.0,17.0,34.0,67.0,[],[80]
061e00fR,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Moldova,Kosovo,LEAGUE C ,2020/2021,1,0,1,1,10.0,4.33,1.36,2.2,1.66,2.62,1.44,3.0,1.2,1.06,8.0,5.0,5.5,8.0,17.0,8.5,9.5,15.0,41.0,29.0,29.0,41.0,126.0,81.0,81.0,101.0,[20],[71]
xneZhIn1,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Slovenia,Greece,LEAGUE C ,2020/2021,0,0,0,0,3.1,3.0,2.45,2.75,1.44,2.2,1.61,1.53,1.36,1.36,6.0,6.0,10.0,23.0,7.0,6.0,11.0,26.0,13.0,12.0,21.0,41.0,34.0,34.0,41.0,81.0,[],[]
xYmc355p,2020-09-03,15:45,EUROPE - UEFA NATIONS LEAGUE,Faroe Islands,Malta,LEAGUE D ,2020/2021,1,1,3,2,1.55,3.6,7.0,2.5,1.53,2.5,1.5,1.1,1.28,2.37,7.0,11.0,29.0,81.0,4.75,7.5,21.0,51.0,6.0,9.5,26.0,67.0,11.0,17.0,41.0,101.0,"[25, 87, 90]","[37, 73]"
hx60vvk5,2020-09-04,13:00,EUROPE - UEFA NATIONS LEAGUE,Lithuania,Kazakhstan,LEAGUE C ,2020/2021,0,1,0,2,3.75,3.0,2.15,3.0,1.4,2.25,1.57,1.66,1.36,1.25,6.0,5.5,8.5,19.0,8.0,6.0,10.0,21.0,17.0,15.0,21.0,41.0,41.0,41.0,51.0,81.0,[],"[3, 86]"
Wpv9kbba,2020-09-04,15:45,EUROPE - UEFA NATIONS LEAGUE,Italy,Bosnia & Herzegovina,LEAGUE A ,2020/2021,0,0,1,1,1.33,5.0,9.0,1.61,2.3,1.9,1.8,1.07,1.16,3.25,13.0,21.0,41.0,101.0,8.0,9.5,23.0,51.0,6.5,9.0,21.0,51.0,8.5,11.0,26.0,51.0,[67],[57]
OKz1iKTn,2020-09-04,15:45,EUROPE - UEFA NATIONS LEAGUE,Netherlands,Poland,LEAGUE A ,2020/2021,0,0,1,0,1.45,4.33,7.0,1.9,1.9,2.1,1.66,1.1,1.2,2.62,10.0,15.0,34.0,81.0,6.0,8.0,21.0,51.0,6.5,8.5,21.0,51.0,10.0,13.0,29.0,67.0,[61],[]
2kfL4z3A,2020-09-04,15:45,EUROPE - UEFA NATIONS LEAGUE,Norway,Austria,LEAGUE B ,2020/2021,0,1,1,2,2.45,3.2,2.9,2.3,1.61,1.9,1.8,1.4,1.36,1.53,8.0,8.0,13.0,29.0,7.0,6.0,11.0,26.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,[66],"[35, 54]"
