Id,Date,Time,League,Home,Away,Round,Season,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Goals_Minutes_Home,Goals_Minutes_Away
hAcZc1gO,2015-06-17,21:00,SOUTH AMERICA - COPA AMÉRICA,Brazil,Colombia,-,2015,0,1,0,1,2.1,3.4,4.0,2.15,1.67,1.83,1.83,1.25,1.33,1.75,9.0,9.5,19.0,41.0,6.5,6.0,13.0,34.0,9.0,9.0,15.0,41.0,19.0,17.0,29.0,51.0,[],[36]
6D1wcL8U,2015-06-18,20:30,SOUTH AMERICA - COPA AMÉRICA,Peru,Venezuela,-,2015,0,0,1,0,2.8,3.25,2.75,2.25,1.62,1.83,1.83,1.45,1.35,1.44,8.0,7.5,12.0,26.0,7.5,6.0,10.0,23.0,12.0,10.0,15.0,34.0,29.0,23.0,34.0,51.0,[72],[]
KrKhoO9I,2015-06-19,18:00,SOUTH AMERICA - COPA AMÉRICA,Mexico,Ecuador,-,2015,0,1,1,2,2.55,3.75,2.75,1.75,2.05,1.62,2.2,1.45,1.29,1.55,13.0,10.0,15.0,26.0,10.0,7.0,10.0,19.0,13.0,9.5,12.0,26.0,26.0,19.0,23.0,41.0,[64],"[26, 57]"
bZIdprPO,2015-06-19,20:30,SOUTH AMERICA - COPA AMÉRICA,Chile,Bolivia,-,2015,2,0,5,0,1.25,6.0,16.0,1.67,2.15,2.25,1.57,1.04,1.14,4.0,15.0,29.0,67.0,251.0,6.0,11.0,41.0,126.0,5.5,9.0,29.0,101.0,7.0,12.0,34.0,101.0,"[3, 37, 66, 79, 86]",[]
OU5I1qfa,2015-06-20,16:00,SOUTH AMERICA - COPA AMÉRICA,Uruguay,Paraguay,-,2015,1,1,1,1,2.3,3.0,3.9,2.5,1.5,2.1,1.67,1.29,1.4,1.62,6.0,8.0,17.0,41.0,6.0,5.5,13.0,41.0,9.0,10.0,19.0,51.0,21.0,21.0,41.0,81.0,[29],[44]
2L4M0395,2015-06-20,18:30,SOUTH AMERICA - COPA AMÉRICA,Argentina,Jamaica,-,2015,1,0,1,0,1.14,9.0,26.0,1.57,2.35,3.0,1.36,1.01,1.07,6.0,17.0,34.0,101.0,501.0,7.5,17.0,51.0,251.0,5.0,13.0,41.0,151.0,5.5,13.0,51.0,201.0,[11],[]
WzTqI4vt,2015-06-21,16:00,SOUTH AMERICA - COPA AMÉRICA,Colombia,Peru,-,2015,0,0,0,0,1.67,3.75,6.25,2.3,1.6,2.2,1.62,1.14,1.29,2.25,8.0,11.0,26.0,67.0,5.5,7.0,19.0,51.0,6.5,9.0,21.0,51.0,12.0,17.0,41.0,81.0,[],[]
ARRmHOgn,2015-06-21,18:30,SOUTH AMERICA - COPA AMÉRICA,Brazil,Venezuela,-,2015,1,0,2,1,1.6,3.75,7.5,2.25,1.62,2.2,1.62,1.1,1.29,2.38,8.0,12.0,29.0,81.0,5.5,7.0,21.0,51.0,6.5,8.5,21.0,51.0,11.0,15.0,34.0,81.0,"[9, 51]",[84]
Q3eLfAVP,2015-06-24,20:30,SOUTH AMERICA - COPA AMÉRICA,Chile,Uruguay,PLAY OFFS ,2015,0,0,1,0,1.75,3.7,5.5,2.3,1.6,2.1,1.67,1.17,1.29,2.1,8.0,11.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,8.5,21.0,51.0,13.0,17.0,34.0,81.0,[81],[]
f7RnHMgH,2015-06-25,20:30,SOUTH AMERICA - COPA AMÉRICA,Bolivia,Peru,PLAY OFFS ,2015,0,2,1,3,5.5,3.3,1.85,2.4,1.53,2.2,1.62,1.95,1.34,1.17,7.0,5.5,7.0,15.0,10.0,6.0,9.0,19.0,23.0,17.0,21.0,41.0,51.0,41.0,51.0,81.0,[84],"[20, 23, 74]"
YcQjGt9N,2015-06-26,20:30,SOUTH AMERICA - COPA AMÉRICA,Argentina,Colombia,PLAY OFFS ,2015,0,0,1,0,1.83,3.5,5.25,2.35,1.57,2.0,1.73,1.18,1.3,2.0,8.0,11.0,23.0,51.0,6.0,6.5,17.0,41.0,7.5,8.5,19.0,51.0,15.0,17.0,34.0,67.0,[],[]
jZKeF0OT,2015-06-27,18:30,SOUTH AMERICA - COPA AMÉRICA,Brazil,Paraguay,PLAY OFFS ,2015,1,0,1,2,1.62,3.8,7.0,2.25,1.62,2.2,1.62,1.11,1.29,2.3,9.0,12.0,29.0,67.0,5.5,7.0,19.0,51.0,6.5,8.5,21.0,51.0,11.0,15.0,34.0,81.0,[15],[72]
nL8ErptC,2015-06-29,20:30,SOUTH AMERICA - COPA AMÉRICA,Chile,Peru,PLAY OFFS ,2015,1,0,2,1,1.44,4.5,9.0,1.95,1.85,2.0,1.73,1.07,1.2,2.8,11.0,19.0,41.0,101.0,6.0,8.0,23.0,51.0,6.5,8.0,21.0,67.0,9.5,13.0,29.0,67.0,"[42, 64]",[60]
KAKdiNaf,2015-06-30,20:30,SOUTH AMERICA - COPA AMÉRICA,Argentina,Paraguay,PLAY OFFS ,2015,2,1,6,1,1.36,5.0,11.0,1.9,1.9,2.2,1.62,1.06,1.18,3.2,11.0,19.0,41.0,126.0,5.5,9.0,26.0,67.0,6.0,7.5,23.0,67.0,8.5,13.0,29.0,81.0,"[15, 27, 47, 53, 80, 83]",[43]
69BV1yvN,2015-07-03,20:30,SOUTH AMERICA - COPA AMÉRICA,Peru,Paraguay,PLAY OFFS ,2015,0,0,2,0,2.7,3.5,2.7,2.15,1.67,1.83,1.83,1.48,1.3,1.48,10.0,8.0,12.0,26.0,8.0,6.0,10.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,"[48, 89]",[]
lYGQ2HOG,2015-07-04,17:00,SOUTH AMERICA - COPA AMÉRICA,Chile,Argentina,PLAY OFFS ,2015,0,0,1,0,3.4,3.3,2.35,2.15,1.67,1.83,1.83,1.62,1.34,1.33,9.0,7.0,10.0,21.0,9.0,6.0,9.0,19.0,15.0,12.0,15.0,29.0,34.0,29.0,41.0,51.0,[],[]
lS92SGAf,2015-09-03,13:00,EUROPE - EURO,Azerbaijan,Croatia,QUALIFICATION ,2016,0,0,0,0,12.0,5.25,1.33,2.0,1.8,2.5,1.5,3.4,1.18,1.06,11.0,5.5,5.0,7.0,19.0,9.5,10.0,13.0,51.0,29.0,29.0,41.0,151.0,101.0,81.0,126.0,[],[]
0fayVudC,2015-09-03,15:45,EUROPE - EURO,Belgium,Bosnia & Herzegovina,QUALIFICATION ,2016,2,1,3,1,1.57,4.1,7.0,1.95,1.85,1.91,1.8,1.11,1.25,2.4,11.0,15.0,29.0,67.0,6.5,7.5,19.0,41.0,7.0,8.0,17.0,51.0,11.0,13.0,29.0,51.0,"[23, 44, 78]",[15]
I56wUToa,2015-09-03,15:45,EUROPE - EURO,Bulgaria,Norway,QUALIFICATION ,2016,0,0,0,1,2.6,3.1,3.1,2.6,1.48,2.1,1.67,1.38,1.38,1.53,7.0,7.0,13.0,34.0,6.5,6.0,11.0,29.0,11.0,10.0,17.0,41.0,26.0,26.0,41.0,67.0,[],[57]
Ee8aZfmb,2015-09-03,15:45,EUROPE - EURO,Cyprus,Wales,QUALIFICATION ,2016,0,0,0,1,4.5,3.2,2.05,2.4,1.53,2.1,1.67,1.8,1.36,1.2,7.0,5.5,8.5,17.0,9.0,6.0,11.0,19.0,19.0,15.0,17.0,41.0,41.0,41.0,51.0,67.0,[],[82]
Srt2al6R,2015-09-03,15:45,EUROPE - EURO,Czech Republic,Kazakhstan,QUALIFICATION ,2016,0,1,2,1,1.29,6.0,13.0,1.65,2.2,2.1,1.67,1.05,1.14,3.75,15.0,26.0,51.0,201.0,6.5,11.0,34.0,81.0,6.0,8.5,26.0,81.0,7.5,11.0,29.0,81.0,"[74, 86]",[21]
fFwwMpDs,2015-09-03,15:45,EUROPE - EURO,Netherlands,Iceland,QUALIFICATION ,2016,0,0,0,1,1.3,5.75,12.0,1.62,2.25,2.2,1.62,1.06,1.17,3.5,15.0,23.0,51.0,151.0,6.5,10.0,29.0,81.0,6.0,8.5,26.0,67.0,7.5,11.0,29.0,81.0,[],[51]
GSEmpI0N,2015-09-03,15:45,EUROPE - EURO,Turkey,Latvia,QUALIFICATION ,2016,0,0,1,1,1.25,6.0,17.0,1.75,2.05,2.63,1.44,1.03,1.14,4.0,11.0,26.0,67.0,301.0,6.0,11.0,41.0,126.0,5.0,10.0,34.0,126.0,6.5,13.0,41.0,126.0,[77],[90]
Cnbf0q9B,2015-09-04,13:00,EUROPE - EURO,Georgia,Scotland,QUALIFICATION ,2016,1,0,1,0,4.2,3.2,2.1,2.5,1.5,2.2,1.62,1.75,1.36,1.25,6.5,5.5,8.5,19.0,8.5,6.0,9.5,21.0,19.0,15.0,19.0,41.0,41.0,41.0,51.0,81.0,[38],[]
4doU7qU3,2015-09-04,15:45,EUROPE - EURO,Denmark,Albania,QUALIFICATION ,2016,0,0,0,0,1.67,3.75,6.25,2.35,1.57,2.25,1.57,1.14,1.29,2.25,8.0,11.0,29.0,67.0,5.0,7.0,19.0,51.0,6.5,9.0,23.0,67.0,12.0,17.0,41.0,101.0,[],[]
hMVTfrYO,2015-09-04,15:45,EUROPE - EURO,Faroe Islands,Northern Ireland,QUALIFICATION ,2016,1,1,1,3,6.0,3.7,1.7,2.4,1.53,2.25,1.57,2.2,1.29,1.14,8.0,5.0,6.5,12.0,10.0,7.0,9.0,17.0,26.0,17.0,21.0,41.0,67.0,51.0,51.0,101.0,[36],"[12, 71, 75]"
2sA7j8um,2015-09-04,15:45,EUROPE - EURO,Germany,Poland,QUALIFICATION ,2016,2,1,3,1,1.36,5.25,9.5,1.65,2.2,1.91,1.8,1.07,1.18,3.2,15.0,21.0,41.0,101.0,7.0,9.0,23.0,67.0,6.5,8.5,21.0,51.0,8.5,11.0,26.0,67.0,"[12, 19, 82]",[37]
vwA81Sls,2015-09-04,15:45,EUROPE - EURO,Greece,Finland,QUALIFICATION ,2016,0,0,0,1,2.05,3.2,4.4,2.7,1.44,2.2,1.62,1.22,1.36,1.8,6.5,8.5,19.0,51.0,5.5,6.0,15.0,41.0,8.0,9.5,21.0,51.0,17.0,21.0,41.0,81.0,[],[75]
vwlwnmkf,2015-09-04,15:45,EUROPE - EURO,Hungary,Romania,QUALIFICATION ,2016,0,0,0,0,3.1,3.0,2.7,2.88,1.4,2.25,1.57,1.42,1.4,1.42,5.5,6.0,12.0,29.0,6.0,6.0,12.0,29.0,12.0,12.0,21.0,51.0,29.0,29.0,51.0,101.0,[],[]
jXRFyLm8,2015-09-04,15:45,EUROPE - EURO,Serbia,Armenia,QUALIFICATION ,2016,1,0,2,0,1.53,4.33,7.0,1.8,2.0,1.91,1.8,1.11,1.22,2.6,11.0,17.0,34.0,81.0,6.5,7.5,21.0,51.0,7.0,8.0,17.0,51.0,10.0,12.0,26.0,51.0,"[22, 53]",[]
EgkNOJiT,2015-09-05,13:00,EUROPE - EURO,Estonia,Lithuania,QUALIFICATION ,2016,0,0,1,0,2.35,3.0,3.75,3.5,1.3,2.63,1.44,1.29,1.4,1.62,5.0,6.5,15.0,41.0,5.0,6.0,15.0,41.0,9.0,11.0,26.0,67.0,23.0,29.0,51.0,126.0,[71],[]
hp2eiT8q,2015-09-05,13:00,EUROPE - EURO,Luxembourg,North Macedonia,QUALIFICATION ,2016,0,0,1,0,3.6,3.3,2.25,2.35,1.57,1.91,1.8,1.67,1.34,1.29,8.0,6.5,9.5,21.0,8.5,6.0,9.5,21.0,15.0,12.0,17.0,34.0,41.0,34.0,41.0,67.0,[90],[]
WAg2Tswb,2015-09-05,13:00,EUROPE - EURO,Russia,Sweden,QUALIFICATION ,2016,1,0,1,0,2.15,3.3,3.9,2.5,1.5,2.1,1.67,1.29,1.34,1.73,7.0,8.0,17.0,41.0,5.5,6.0,13.0,41.0,8.5,9.5,19.0,51.0,19.0,21.0,41.0,81.0,[38],[]
zTJo2pN1,2015-09-05,13:00,EUROPE - EURO,Ukraine,Belarus,QUALIFICATION ,2016,3,0,3,1,1.5,4.33,8.0,2.15,1.67,2.25,1.57,1.09,1.22,2.63,9.0,13.0,34.0,81.0,5.0,7.5,21.0,51.0,6.0,8.0,23.0,67.0,10.0,15.0,34.0,81.0,"[7, 30, 40]",[62]
IqDbC4Kd,2015-09-05,15:45,EUROPE - EURO,Austria,Moldova,QUALIFICATION ,2016,0,0,1,0,1.22,7.0,17.0,1.7,2.1,2.75,1.4,1.04,1.11,4.33,13.0,23.0,67.0,301.0,6.5,13.0,34.0,126.0,5.0,11.0,41.0,101.0,6.0,13.0,41.0,151.0,[52],[]
40ytPs42,2015-09-05,15:45,EUROPE - EURO,Montenegro,Liechtenstein,QUALIFICATION ,2016,1,0,2,0,1.2,7.0,19.0,1.65,2.2,2.63,1.44,1.02,1.11,4.5,15.0,29.0,81.0,401.0,6.0,13.0,41.0,151.0,5.5,9.5,34.0,126.0,6.0,12.0,41.0,151.0,"[38, 56]",[]
rcyirjWS,2015-09-05,15:45,EUROPE - EURO,Spain,Slovakia,QUALIFICATION ,2016,2,0,2,0,1.22,6.5,19.0,1.67,2.15,2.5,1.5,1.02,1.13,4.33,13.0,34.0,81.0,351.0,6.0,12.0,41.0,151.0,5.5,9.5,34.0,126.0,6.5,12.0,34.0,126.0,"[5, 30]",[]
IReEQuNG,2015-09-05,15:45,EUROPE - EURO,Switzerland,Slovenia,QUALIFICATION ,2016,0,1,3,2,1.62,3.9,6.5,2.08,1.73,2.1,1.67,1.13,1.25,2.3,9.0,13.0,29.0,67.0,6.0,7.0,19.0,51.0,6.5,8.5,19.0,51.0,11.0,15.0,34.0,67.0,"[80, 84, 90]","[45, 48]"
YqPpiQD7,2015-09-06,13:00,EUROPE - EURO,Latvia,Czech Republic,QUALIFICATION ,2016,0,2,1,2,7.5,3.9,1.57,2.2,1.65,2.2,1.62,2.4,1.29,1.1,9.0,5.5,6.0,10.0,15.0,7.0,8.5,15.0,34.0,21.0,21.0,34.0,81.0,51.0,67.0,81.0,[73],"[13, 25]"
dd5sTm15,2015-09-06,13:00,EUROPE - EURO,Malta,Azerbaijan,QUALIFICATION ,2016,0,1,2,2,3.2,3.0,2.63,3.5,1.3,2.5,1.5,1.5,1.4,1.36,5.5,5.5,11.0,29.0,6.0,6.0,12.0,29.0,12.0,13.0,23.0,51.0,34.0,34.0,51.0,101.0,"[55, 71]","[36, 80]"
EXanS7GB,2015-09-06,13:00,EUROPE - EURO,Norway,Croatia,QUALIFICATION ,2016,0,0,2,0,4.33,3.1,2.1,2.7,1.44,2.25,1.57,1.75,1.38,1.22,6.0,5.5,8.0,17.0,8.5,6.0,9.5,21.0,19.0,15.0,21.0,41.0,51.0,41.0,51.0,81.0,"[51, 69]",[]
xv7C5PS0,2015-09-06,13:00,EUROPE - EURO,Turkey,Netherlands,QUALIFICATION ,2016,2,0,3,0,3.3,3.3,2.38,2.25,1.62,1.83,1.83,1.6,1.34,1.34,8.0,7.0,10.0,21.0,8.5,6.0,9.5,19.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,"[8, 26, 86]",[]
fHbuUaBI,2015-09-06,13:00,EUROPE - EURO,Wales,Israel,QUALIFICATION ,2016,0,0,0,0,1.95,3.3,4.75,2.5,1.5,2.2,1.62,1.2,1.34,1.85,7.0,9.0,21.0,51.0,5.5,6.0,15.0,41.0,7.5,9.0,21.0,51.0,15.0,19.0,41.0,81.0,[],[]
pM3ezyYi,2015-09-06,15:45,EUROPE - EURO,Bosnia & Herzegovina,Andorra,QUALIFICATION ,2016,3,0,3,0,1.01,29.0,51.0,1.13,6.0,4.0,1.22,0.0,0.0,0.0,34.0,126.0,501.0,250.0,21.0,81.0,151.0,250.0,9.5,34.0,201.0,250.0,6.5,23.0,101.0,250.0,"[14, 30, 45]",[]
YwSquQJJ,2015-09-06,15:45,EUROPE - EURO,Cyprus,Belgium,QUALIFICATION ,2016,0,0,0,1,17.0,6.0,1.25,1.8,2.0,2.63,1.44,4.0,1.14,1.03,11.0,6.0,5.0,6.5,23.0,11.0,10.0,13.0,67.0,41.0,34.0,41.0,301.0,126.0,126.0,151.0,[],[86]
Y39hqxGT,2015-09-06,15:45,EUROPE - EURO,Iceland,Kazakhstan,QUALIFICATION ,2016,0,0,0,0,1.36,5.0,11.0,2.0,1.8,2.25,1.57,1.06,1.18,3.2,11.0,19.0,41.0,126.0,5.5,9.0,26.0,81.0,6.0,8.0,26.0,81.0,8.5,13.0,34.0,101.0,[],[]
pf3BQfu7,2015-09-06,15:45,EUROPE - EURO,Italy,Bulgaria,QUALIFICATION ,2016,1,0,1,0,1.4,4.5,11.0,2.05,1.75,2.5,1.5,1.06,1.2,3.0,9.0,17.0,41.0,151.0,5.5,8.5,29.0,81.0,5.5,9.5,29.0,101.0,10.0,13.0,41.0,126.0,[6],[]
nLE3iOqN,2015-09-07,13:00,EUROPE - EURO,Armenia,Denmark,QUALIFICATION ,2016,0,0,0,0,4.5,3.5,1.95,2.15,1.67,1.83,1.83,1.85,1.3,1.2,9.0,6.5,8.0,15.0,11.0,6.0,8.5,17.0,21.0,15.0,15.0,29.0,51.0,41.0,41.0,51.0,[],[]
4dPbh4UG,2015-09-07,15:45,EUROPE - EURO,Albania,Portugal,QUALIFICATION ,2016,0,0,0,1,5.0,3.25,1.95,3.1,1.36,2.5,1.5,1.85,1.35,1.18,6.0,4.75,7.0,15.0,8.5,6.5,9.5,21.0,21.0,17.0,23.0,41.0,51.0,51.0,67.0,126.0,[],[90]
40anDPmg,2015-09-07,15:45,EUROPE - EURO,Finland,Faroe Islands,QUALIFICATION ,2016,1,0,1,0,1.36,5.25,10.0,2.05,1.75,2.38,1.53,1.07,1.18,3.2,11.0,17.0,41.0,126.0,4.75,9.5,26.0,81.0,5.5,8.0,29.0,81.0,8.5,13.0,34.0,101.0,[23],[]
b306csgU,2015-09-07,15:45,EUROPE - EURO,Ireland,Georgia,QUALIFICATION ,2016,0,0,1,0,1.44,4.33,9.5,2.2,1.65,2.38,1.53,1.07,1.22,2.8,9.0,15.0,41.0,101.0,5.0,8.0,23.0,67.0,5.5,8.5,26.0,81.0,9.0,15.0,41.0,101.0,[69],[]
f5Yy7lRJ,2015-09-07,15:45,EUROPE - EURO,Northern Ireland,Hungary,QUALIFICATION ,2016,0,0,1,1,2.6,3.0,3.3,3.1,1.36,2.38,1.53,1.34,1.4,1.53,5.5,6.5,13.0,41.0,5.5,6.0,13.0,34.0,10.0,11.0,21.0,51.0,26.0,29.0,51.0,101.0,[90],[74]
nPliCq3a,2015-09-07,15:45,EUROPE - EURO,Romania,Greece,QUALIFICATION ,2016,0,0,0,0,2.05,3.1,4.75,3.4,1.33,2.63,1.44,1.2,1.38,1.8,5.5,7.5,19.0,51.0,4.5,6.5,17.0,51.0,7.5,10.0,26.0,67.0,19.0,23.0,51.0,151.0,[],[]
2HQGHpvn,2015-09-07,15:45,EUROPE - EURO,Scotland,Germany,QUALIFICATION ,2016,2,2,2,3,8.5,4.75,1.44,1.75,2.05,1.91,1.8,2.8,1.2,1.08,13.0,6.5,6.5,9.5,19.0,8.0,7.5,12.0,41.0,21.0,19.0,26.0,81.0,51.0,51.0,67.0,"[28, 43]","[18, 34, 54]"
t6rjDAV2,2015-09-08,15:45,EUROPE - EURO,Belarus,Luxembourg,QUALIFICATION ,2016,1,0,2,0,1.4,4.8,9.5,2.0,1.8,2.25,1.57,1.07,1.2,3.0,11.0,17.0,41.0,126.0,6.0,8.5,26.0,67.0,5.5,9.0,23.0,67.0,8.0,13.0,34.0,101.0,"[34, 62]",[]
vNHyDMhH,2015-09-08,15:45,EUROPE - EURO,England,Switzerland,QUALIFICATION ,2016,0,0,2,0,1.75,3.7,5.5,2.3,1.6,2.1,1.67,1.17,1.29,2.1,8.0,11.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,8.5,19.0,51.0,13.0,17.0,34.0,67.0,"[67, 84]",[]
jcmb0bR1,2015-09-08,15:45,EUROPE - EURO,Moldova,Montenegro,QUALIFICATION ,2016,0,1,0,2,4.33,3.25,2.05,2.88,1.4,2.5,1.5,1.8,1.35,1.22,6.0,5.0,7.5,17.0,7.5,6.5,10.0,21.0,19.0,15.0,23.0,41.0,51.0,41.0,51.0,101.0,[],"[9, 65]"
nqNGbBG9,2015-09-08,15:45,EUROPE - EURO,North Macedonia,Spain,QUALIFICATION ,2016,0,1,0,1,26.0,7.5,1.17,1.62,2.25,3.25,1.33,5.5,1.1,1.01,13.0,6.5,4.75,5.5,34.0,15.0,12.0,13.0,101.0,51.0,41.0,51.0,451.0,301.0,201.0,201.0,[],[8]
Wz1ajmOk,2015-09-08,15:45,EUROPE - EURO,Slovakia,Ukraine,QUALIFICATION ,2016,0,0,0,0,3.1,3.0,2.7,3.1,1.36,2.25,1.57,1.48,1.4,1.38,5.5,6.0,11.0,29.0,6.5,6.0,11.0,29.0,13.0,12.0,21.0,41.0,34.0,34.0,51.0,101.0,[],[]
IDGuCt8N,2015-09-08,15:45,EUROPE - EURO,Slovenia,Estonia,QUALIFICATION ,2016,0,0,1,0,1.53,3.9,8.5,2.35,1.57,2.5,1.5,1.08,1.29,2.6,8.0,13.0,41.0,101.0,5.0,7.5,23.0,67.0,5.5,9.0,26.0,81.0,9.5,15.0,41.0,101.0,[63],[]
Mg5RDdv4,2015-09-08,15:45,EUROPE - EURO,Sweden,Austria,QUALIFICATION ,2016,0,2,1,4,2.3,3.3,3.5,2.35,1.57,1.91,1.8,1.3,1.34,1.62,8.0,8.5,15.0,41.0,6.5,6.0,12.0,29.0,9.5,9.5,17.0,41.0,21.0,21.0,34.0,67.0,[90],"[9, 38, 77, 88]"
0Ovw6NbG,2015-10-08,15:45,EUROPE - EURO,Albania,Serbia,QUALIFICATION ,2016,0,0,0,2,3.3,3.0,2.55,2.88,1.4,2.25,1.57,1.55,1.4,1.33,5.5,5.5,9.5,23.0,7.0,6.0,11.0,26.0,15.0,13.0,21.0,41.0,41.0,34.0,51.0,101.0,[],"[90, 90]"
YeXu68tQ,2015-10-08,15:45,EUROPE - EURO,Hungary,Faroe Islands,QUALIFICATION ,2016,0,1,2,1,1.25,6.0,17.0,1.8,2.0,2.75,1.4,1.02,1.13,4.33,10.0,26.0,67.0,351.0,5.5,12.0,41.0,151.0,5.0,11.0,41.0,151.0,6.0,13.0,41.0,151.0,"[63, 71]",[11]
SbCY47ft,2015-10-08,15:45,EUROPE - EURO,Ireland,Germany,QUALIFICATION ,2016,0,0,1,0,9.5,4.75,1.4,1.75,2.05,1.91,1.8,3.0,1.2,1.07,12.0,6.5,6.5,9.0,21.0,8.5,7.5,12.0,41.0,23.0,19.0,26.0,101.0,51.0,51.0,67.0,[70],[]
QgCKbQYa,2015-10-08,15:45,EUROPE - EURO,Northern Ireland,Greece,QUALIFICATION ,2016,1,0,3,1,2.63,2.9,3.3,3.5,1.3,2.5,1.5,1.34,1.42,1.5,5.0,6.0,13.0,34.0,5.5,6.0,13.0,41.0,10.0,12.0,23.0,51.0,29.0,34.0,51.0,126.0,"[35, 49, 58]",[87]
lSmXCyB7,2015-10-08,15:45,EUROPE - EURO,Portugal,Denmark,QUALIFICATION ,2016,0,0,1,0,1.75,3.6,5.75,2.3,1.6,2.1,1.67,1.17,1.29,2.1,8.0,11.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,8.5,21.0,51.0,15.0,17.0,34.0,81.0,[66],[]
j1ofV38o,2015-10-08,15:45,EUROPE - EURO,Romania,Finland,QUALIFICATION ,2016,0,0,1,1,1.62,3.7,7.5,2.7,1.44,2.63,1.44,1.1,1.29,2.3,6.0,12.0,34.0,101.0,4.5,7.0,26.0,81.0,5.5,9.5,29.0,81.0,10.0,17.0,41.0,151.0,[90],[67]
AN1w4R9n,2015-10-08,15:45,EUROPE - EURO,Scotland,Poland,QUALIFICATION ,2016,1,1,2,2,2.9,3.1,2.5,2.2,1.65,1.83,1.83,1.55,1.38,1.42,8.0,7.5,11.0,23.0,8.0,6.0,9.5,21.0,13.0,11.0,15.0,34.0,34.0,26.0,41.0,51.0,"[45, 62]","[3, 90]"
rVvxtLM3,2015-10-09,15:45,EUROPE - EURO,England,Estonia,QUALIFICATION ,2016,1,0,2,0,1.14,9.0,26.0,1.67,2.15,3.25,1.33,1.01,1.07,6.0,15.0,34.0,101.0,501.0,5.0,19.0,51.0,251.0,5.0,9.5,51.0,201.0,6.0,15.0,41.0,301.0,"[45, 85]",[]
jcB6Ark9,2015-10-09,15:45,EUROPE - EURO,Moldova,Russia,QUALIFICATION ,2016,0,0,1,2,12.0,5.25,1.33,2.05,1.75,2.63,1.44,3.4,1.18,1.06,9.0,5.0,5.0,7.5,19.0,9.5,9.0,13.0,51.0,34.0,29.0,41.0,151.0,101.0,101.0,126.0,[85],"[58, 78]"
On3J7tZR,2015-10-09,15:45,EUROPE - EURO,Montenegro,Austria,QUALIFICATION ,2016,1,0,2,3,3.5,3.3,2.3,2.1,1.7,1.83,1.83,1.62,1.34,1.3,8.5,7.0,10.0,21.0,9.0,6.0,9.0,19.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,"[32, 68]","[55, 81, 90]"
40sIwAvp,2015-10-09,15:45,EUROPE - EURO,North Macedonia,Ukraine,QUALIFICATION ,2016,0,0,0,2,6.5,3.7,1.67,2.4,1.53,2.38,1.53,2.25,1.29,1.13,7.0,5.0,6.0,11.0,11.0,7.0,9.0,17.0,29.0,21.0,23.0,41.0,81.0,51.0,67.0,101.0,[],"[59, 87]"
OYyF0wo4,2015-10-09,15:45,EUROPE - EURO,Slovakia,Belarus,QUALIFICATION ,2016,0,1,0,1,1.67,3.8,6.0,2.25,1.62,2.1,1.67,1.14,1.29,2.25,8.5,12.0,26.0,67.0,5.5,7.0,17.0,41.0,7.0,8.5,21.0,51.0,12.0,15.0,34.0,81.0,[],[34]
dYrtuuxA,2015-10-09,15:45,EUROPE - EURO,Slovenia,Lithuania,QUALIFICATION ,2016,1,0,1,1,1.4,4.75,10.0,2.2,1.65,2.5,1.5,1.07,1.2,3.0,8.5,17.0,41.0,126.0,4.75,8.5,29.0,81.0,5.5,8.5,29.0,81.0,8.5,15.0,41.0,126.0,[45],[79]
l8uYt17c,2015-10-09,15:45,EUROPE - EURO,Switzerland,San Marino,QUALIFICATION ,2016,1,0,7,0,1.01,51.0,101.0,1.05,10.0,4.0,1.22,0.0,0.0,0.0,51.0,101.0,501.0,250.0,29.0,101.0,151.0,250.0,13.0,41.0,251.0,501.0,8.0,26.0,101.0,250.0,"[17, 55, 65, 72, 75, 80, 89]",[]
SGDQWV1t,2015-10-10,13:00,EUROPE - EURO,Azerbaijan,Italy,QUALIFICATION ,2016,1,2,1,3,13.0,4.75,1.36,2.35,1.57,3.0,1.36,3.4,1.18,1.05,7.5,4.33,4.75,7.5,17.0,10.0,10.0,15.0,51.0,34.0,41.0,51.0,251.0,126.0,151.0,201.0,[31],"[11, 43, 65]"
GOI37obl,2015-10-10,13:00,EUROPE - EURO,Iceland,Latvia,QUALIFICATION ,2016,2,0,2,2,1.45,4.6,8.5,2.08,1.73,2.38,1.53,1.08,1.2,2.75,9.0,15.0,41.0,101.0,5.5,8.5,23.0,67.0,5.5,9.5,26.0,67.0,8.5,13.0,41.0,101.0,"[5, 27]","[49, 68]"
